event_id,event_date,landslide_category,landslide_trigger,landslide_size,landslide_setting,country_name,admin_division_name,longitude,latitude,state_normalized,district,district_state,district_state_code,district_code,district_lgd,state_lgd,rainfall_7d,rainfall_48h,rainfall_24h,average_humidity_24h,soil_moisture,landslide
9232,2016-07-28 23:00:00,landslide,continuous_rain,medium,unknown,India,Mizoram,93.3783,23.5397,Mizoram,Champhai,Mizoram,15.0,284.0,262.0,15.0,59.2,26.1,16.0,90.42,0.418,1
4434,2012-06-25 18:00:00,landslide,downpour,large,unknown,India,Assam,91.7369,26.1049,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,351.7,131.5,81.6,98.0,0.469,1
4378,2012-06-02 00:00:00,landslide,downpour,medium,unknown,India,Arunachal Pradesh,96.1517,28.8254,Arunachal Pradesh,Dibang Valley,Arunachal Pradesh,12.0,257.0,230.0,12.0,28.3,22.0,11.2,83.21,0.428,1
7214,2015-07-15 08:00:00,landslide,monsoon,medium,urban,India,Arunachal Pradesh,93.0385,27.36,Arunachal Pradesh,East Kameng,Arunachal Pradesh,12.0,247.0,231.0,12.0,134.1,61.5,39.2,97.58,0.429,1
5582,2013-10-06 12:45:00,landslide,downpour,medium,unknown,India,Assam,91.8383,26.1309,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,70.1,23.0,13.6,92.92,0.512,1
2405,2010-09-09 23:00:00,landslide,downpour,medium,unknown,India,Arunāchal Pradesh,95.4112,28.3036,Arunachal Pradesh,East Siang,Arunachal Pradesh,12.0,251.0,232.0,12.0,520.1,75.6,15.8,92.29,0.423,1
3556,2011-05-31 14:00:00,landslide,continuous_rain,small,unknown,India,Manipur,93.8474,25.1555,Manipur,Kangpokpi,Manipur,14.0,767.0,712.0,14.0,112.5,74.0,54.6,96.5,0.43,1
2569,2010-10-08 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.0212,25.2745,Nagaland,Senapati,Manipur,14.0,272.0,257.0,14.0,58.0,35.9,19.7,99.54,0.433,1
2423,2010-09-13 00:00:00,landslide,downpour,medium,above_road,India,Mizoram,92.71060943,23.73504471,Mizoram,Aizawl,Mizoram,15.0,283.0,261.0,15.0,41.7,9.4,5.3,93.04,0.413,1
3532,2011-05-24 00:00:00,complex,downpour,medium,unknown,India,Assam,92.8551,25.0888,Assam,Dima Hasao,Assam,18.0,315.0,299.0,18.0,220.0,89.1,32.5,95.0,0.495,1
2345,2010-08-27 18:00:00,landslide,downpour,medium,unknown,India,Sikkim,88.6188,27.3392,Sikkim,Gangtok,Sikkim,11.0,244.0,225.0,11.0,425.1,43.3,23.3,95.38,0.428,1
7956,2015-09-05 00:00:00,landslide,unknown,medium,above_road,India,Meghalaya,91.8695,26.048,Meghalaya,Ri Bhoi,Meghalaya,17.0,297.0,276.0,17.0,502.8,96.7,42.4,92.62,0.487,1
2425,2010-09-13 00:00:00,landslide,downpour,medium,unknown,India,Mizoram,93.0748,23.3439,Mizoram,Khawzawl,Mizoram,15.0,795.0,728.0,15.0,45.0,19.7,7.4,93.83,0.429,1
6970,2015-06-16 00:00:00,rock_fall,downpour,small,above_road,India,Meghalaya,90.2191,25.5084,Meghalaya,West Garo Hills,Meghalaya,17.0,293.0,278.0,17.0,301.9,32.8,21.7,94.0,0.509,1
5312,2013-08-11 23:00:00,landslide,downpour,very_large,unknown,India,Assam,94.693,26.7103,Assam,Mokokchung,Nagaland,13.0,262.0,246.0,13.0,89.1,24.4,17.6,85.29,0.511,1
1929,2010-05-31 23:00:00,landslide,downpour,medium,unknown,India,Sikkim,88.6428,27.3543,Sikkim,Gangtok,Sikkim,11.0,244.0,225.0,11.0,127.2,12.3,5.1,85.83,0.402,1
2568,2010-10-08 00:00:00,landslide,downpour,medium,unknown,India,Assam,93.4108,24.7679,Assam,Noney,Manipur,14.0,771.0,714.0,14.0,60.2,40.0,17.4,96.75,0.426,1
7409,2015-08-02 00:00:00,landslide,continuous_rain,medium,unknown,India,Nagaland,94.6219,25.72,Nagaland,Meluri,Nagaland,13.0,847.0,788.0,13.0,61.8,44.2,9.3,86.83,0.488,1
9219,2016-07-26 23:00:00,landslide,downpour,medium,retaining_wall,India,Nagaland,94.5282,26.0101,Nagaland,Zunheboto,Nagaland,13.0,263.0,251.0,13.0,122.5,78.9,31.8,93.25,0.436,1
2579,2010-10-09 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.1076,25.682,Nagaland,Kohima,Nagaland,13.0,270.0,245.0,13.0,83.2,50.2,26.8,95.12,0.453,1
8223,2015-09-14 03:10:00,landslide,downpour,large,above_road,India,Mizoram,92.7187,23.7348,Mizoram,Aizawl,Mizoram,15.0,283.0,261.0,15.0,46.1,20.5,14.9,91.42,0.43,1
7336,2015-08-19 09:00:00,landslide,continuous_rain,medium,above_road,India,Meghalaya,90.5549,25.2193,Meghalaya,South Garo Hills,Meghalaya,17.0,295.0,277.0,17.0,144.9,82.8,42.0,98.38,0.508,1
9252,2016-07-28 00:00:00,landslide,monsoon,medium,unknown,India,Arunachal Pradesh,91.8644,27.5748,Arunachal Pradesh,Tawang,Arunachal Pradesh,12.0,245.0,238.0,12.0,240.9,33.6,11.6,95.08,0.418,1
5300,2013-08-09 00:00:00,landslide,downpour,large,unknown,India,Nāgāland,94.0441,25.318,Nagaland,Senapati,Manipur,14.0,272.0,257.0,14.0,112.6,16.2,11.7,93.25,0.421,1
7665,2015-08-11 00:00:00,landslide,continuous_rain,medium,unknown,India,Manipur,93.5291,24.7016,Manipur,Noney,Manipur,14.0,771.0,714.0,14.0,94.9,20.3,11.6,96.67,0.419,1
1994,2010-06-16 00:00:00,landslide,downpour,medium,unknown,India,Assam,92.8025,25.0633,Assam,Cachar,Assam,18.0,316.0,282.0,18.0,124.2,52.8,20.6,92.21,0.495,1
3760,2011-07-11 09:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.1095,25.6703,Nagaland,Kohima,Nagaland,13.0,270.0,245.0,13.0,55.4,6.5,3.7,86.71,0.515,1
692,2008-08-07 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.04,25.705,Nagaland,Kohima,Nagaland,13.0,270.0,245.0,13.0,155.9,43.6,33.8,89.46,0.51,1
3633,2011-06-20 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.5121,26.3186,Nagaland,Mokokchung,Nagaland,13.0,262.0,246.0,13.0,138.8,45.8,6.6,90.04,0.466,1
7374,2015-08-01 00:00:00,landslide,continuous_rain,medium,below_road,India,Manipur,94.3591,25.1122,Manipur,Ukhrul,Manipur,14.0,279.0,260.0,14.0,183.5,92.5,52.0,98.79,0.428,1
4446,2012-07-05 00:00:00,landslide,downpour,large,unknown,India,Arunachal Pradesh,94.8885,28.9986,Arunachal Pradesh,Upper Siang,Arunachal Pradesh,12.0,252.0,240.0,12.0,163.7,87.4,37.3,94.46,0.429,1
2098,2010-07-19 06:00:00,landslide,downpour,medium,unknown,India,Nāgāland,95.0283,26.7215,Nagaland,Mon,Nagaland,13.0,261.0,247.0,13.0,159.2,43.3,37.0,92.17,0.501,1
269,2007-09-18 00:00:00,landslide,rain,medium,unknown,India,Sikkim,88.2816,27.2872,Sikkim,Namchi,Sikkim,11.0,243.0,227.0,11.0,50.5,16.1,3.5,91.25,0.415,1
2205,2010-08-06 00:00:00,landslide,downpour,medium,unknown,India,Mizoram,92.7146,23.7365,Mizoram,Aizawl,Mizoram,15.0,283.0,261.0,15.0,128.0,51.8,29.5,90.5,0.418,1
4610,2012-11-11 00:00:00,landslide,downpour,medium,unknown,India,Mizoram,92.5217,23.7705,Mizoram,Mamit,Mizoram,15.0,281.0,266.0,15.0,40.6,0.0,0.0,82.92,0.369,1
5275,2013-08-04 00:00:00,landslide,monsoon,medium,unknown,India,Nāgāland,94.6055,26.1498,Nagaland,Zunheboto,Nagaland,13.0,263.0,251.0,13.0,68.2,20.7,3.8,90.0,0.492,1
2247,2010-08-14 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.8422,26.148,Nagaland,Tuensang,Nagaland,13.0,267.0,249.0,13.0,58.7,19.4,12.0,90.62,0.494,1
3927,2011-08-16 08:00:00,landslide,downpour,medium,unknown,India,Meghālaya,90.2167,25.5144,Meghalaya,West Garo Hills,Meghalaya,17.0,293.0,278.0,17.0,151.1,21.4,10.5,90.58,0.462,1
259,2007-09-11 00:00:00,landslide,rain,medium,unknown,India,Meghālaya,91.27,25.52,Meghalaya,West Khasi Hills,Meghalaya,17.0,296.0,279.0,17.0,425.9,44.1,17.3,93.67,0.46,1
6112,2014-06-28 09:00:00,landslide,rain,medium,unknown,India,Assam,91.7652,26.1964,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,168.4,34.9,7.1,89.54,0.442,1
7390,2015-08-01 00:00:00,landslide,continuous_rain,medium,above_road,India,Manipur,94.1913,24.4265,Manipur,Tengnoupal,Manipur,14.0,769.0,716.0,14.0,444.3,203.5,97.0,99.96,0.428,1
2420,2010-09-13 00:00:00,landslide,downpour,medium,urban,India,Mizoram,92.71495623,23.72988966,Mizoram,Aizawl,Mizoram,15.0,283.0,261.0,15.0,41.7,9.4,5.3,93.08,0.413,1
264,2007-09-13 00:00:00,landslide,rain,medium,unknown,India,Assam,91.8,26.1833,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,209.7,5.2,3.6,86.83,0.503,1
251,2007-09-09 00:00:00,landslide,rain,medium,unknown,India,Sikkim,88.35,27.1667,Sikkim,Namchi,Sikkim,11.0,243.0,227.0,11.0,564.0,294.4,93.9,97.0,0.432,1
6214,2014-10-05 17:45:00,landslide,rain,medium,above_road,India,Meghalaya,91.8587,25.9702,Meghalaya,Ri Bhoi,Meghalaya,17.0,297.0,276.0,17.0,11.0,0.6,0.0,78.67,0.445,1
4411,2012-06-14 04:00:00,landslide,downpour,medium,unknown,India,Sikkim,88.6065,27.339,Sikkim,Gangtok,Sikkim,11.0,244.0,225.0,11.0,72.4,23.3,11.7,87.29,0.435,1
252,2007-09-09 00:00:00,landslide,rain,medium,unknown,India,Nāgāland,94.1192,25.4993,Nagaland,Senapati,Manipur,14.0,272.0,257.0,14.0,193.7,67.1,48.7,97.58,0.485,1
142,2007-07-27 00:00:00,rock_fall,rain,large,unknown,India,Meghālaya,90.232,25.5212,Meghalaya,West Garo Hills,Meghalaya,17.0,293.0,278.0,17.0,195.8,114.1,53.0,97.33,0.474,1
7384,2015-08-01 00:00:00,landslide,rain,medium,unknown,India,Manipur,94.0906,23.9278,Manipur,Chandel,Manipur,14.0,280.0,253.0,14.0,640.9,415.0,212.5,99.96,0.489,1
211,2007-08-26 00:00:00,mudslide,continuous_rain,medium,unknown,India,Manipur,93.55,24.9667,Manipur,Tamenglong,Manipur,14.0,273.0,258.0,14.0,47.4,27.8,16.9,98.29,0.43,1
4384,2012-06-03 00:00:00,landslide,downpour,medium,unknown,India,Assam,93.0123,25.1775,Assam,Dima Hasao,Assam,18.0,315.0,299.0,18.0,148.7,92.4,9.0,92.88,0.499,1
4383,2012-06-03 00:00:00,landslide,downpour,medium,unknown,India,Assam,93.1265,25.3056,Assam,Dima Hasao,Assam,18.0,315.0,299.0,18.0,134.6,89.1,10.4,89.67,0.49,1
7375,2015-08-01 00:00:00,landslide,continuous_rain,medium,above_road,India,Manipur,94.4481,25.1941,Manipur,Ukhrul,Manipur,14.0,279.0,260.0,14.0,145.9,76.0,44.3,98.42,0.459,1
2163,2010-07-29 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.1054,25.4196,Nagaland,Senapati,Manipur,14.0,272.0,257.0,14.0,100.5,17.5,10.2,89.79,0.515,1
3932,2011-08-18 00:00:00,landslide,monsoon,medium,unknown,India,Nāgāland,94.13,25.83,Nagaland,Kohima,Nagaland,13.0,270.0,245.0,13.0,80.8,19.9,4.2,87.5,0.488,1
4861,2013-05-12 00:00:00,mudslide,rain,medium,unknown,India,Assam,93.4946,24.9926,Assam,Tamenglong,Manipur,14.0,273.0,258.0,14.0,562.3,161.7,70.0,98.79,0.429,1
7972,2015-08-28 01:45:00,landslide,downpour,large,unknown,India,Mizoram,92.8112,23.4495,Mizoram,Aizawl,Mizoram,15.0,283.0,261.0,15.0,48.0,15.2,7.0,89.46,0.412,1
3831,2011-07-22 00:00:00,landslide,downpour,medium,unknown,India,Manipur,93.948,24.7992,Manipur,Imphal East,Manipur,14.0,278.0,255.0,14.0,123.1,35.4,11.5,93.33,0.488,1
5584,2013-10-06 00:00:00,landslide,downpour,medium,unknown,India,Assam,91.7049,26.1665,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,70.1,23.0,13.6,92.25,0.516,1
1986,2010-06-15 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.5512,26.3335,Nagaland,Mokokchung,Nagaland,13.0,262.0,246.0,13.0,67.2,25.6,12.6,89.58,0.465,1
7387,2015-08-01 00:00:00,landslide,continuous_rain,small,below_road,India,Manipur,94.2156,24.954,Manipur,Ukhrul,Manipur,14.0,279.0,260.0,14.0,183.5,92.5,52.0,97.17,0.452,1
2573,2010-10-09 00:00:00,mudslide,downpour,medium,unknown,India,Assam,93.0083,25.1796,Assam,Dima Hasao,Assam,18.0,315.0,299.0,18.0,93.0,71.8,53.3,99.62,0.493,1
319,2007-10-19 00:00:00,landslide,rain,medium,unknown,India,Nāgāland,94.1162,25.4379,Nagaland,Senapati,Manipur,14.0,272.0,257.0,14.0,94.7,16.8,4.9,94.46,0.498,1
313,2007-10-16 00:00:00,landslide,rain,large,unknown,India,Nāgāland,94.0132,25.7055,Nagaland,Kohima,Nagaland,13.0,270.0,245.0,13.0,160.0,37.2,26.0,91.79,0.499,1
9010,2016-07-16 00:00:00,mudslide,downpour,medium,above_road,India,Arunachal Pradesh,93.804,27.3034,Arunachal Pradesh,Papum Pare,Arunachal Pradesh,12.0,248.0,237.0,12.0,79.8,41.0,24.1,96.92,0.451,1
2539,2010-10-03 00:00:00,landslide,downpour,medium,unknown,India,Arunāchal Pradesh,95.4149,28.3092,Arunachal Pradesh,East Siang,Arunachal Pradesh,12.0,251.0,232.0,12.0,96.8,6.2,3.5,86.58,0.407,1
6331,2014-09-08 00:00:00,mudslide,unknown,medium,unknown,India,Nagaland,94.6279,25.9466,Nagaland,Kiphire,Nagaland,13.0,269.0,614.0,13.0,22.8,9.5,9.0,87.0,0.51,1
1987,2010-06-15 00:00:00,landslide,downpour,medium,unknown,India,Assam,93.1658,25.2269,Assam,Dima Hasao,Assam,18.0,315.0,299.0,18.0,160.2,15.4,5.7,92.96,0.514,1
2043,2010-07-06 00:00:00,mudslide,monsoon,medium,unknown,India,Nāgāland,95.0281,26.7225,Nagaland,Mon,Nagaland,13.0,261.0,247.0,13.0,108.5,23.7,7.3,88.46,0.466,1
7910,2015-08-01 00:00:00,landslide,unknown,medium,above_road,India,Manipur,94.1146,24.3481,Manipur,Chandel,Manipur,14.0,280.0,253.0,14.0,491.1,287.6,163.3,99.96,0.444,1
6775,2015-02-14 00:00:00,landslide,mining,small,mine,India,Assam,91.6469,26.1468,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,0.5,0.4,0.4,66.12,0.249,1
1776,2010-04-21 00:00:00,landslide,downpour,medium,unknown,India,Meghālaya,92.2845,25.3612,Meghalaya,East Jaintia Hills,Meghalaya,17.0,714.0,657.0,17.0,213.3,121.2,57.3,98.42,0.514,1
6786,2015-02-19 23:00:00,landslide,mining,medium,mine,India,Assam,92.562,24.6108,Assam,Hailakandi,Assam,18.0,318.0,289.0,18.0,1.9,0.0,0.0,63.25,0.129,1
6291,2014-09-21 00:00:00,landslide,continuous_rain,large,unknown,India,Meghalaya,90.3852,25.7354,Meghalaya,West Garo Hills,Meghalaya,17.0,293.0,278.0,17.0,84.4,44.6,10.3,92.58,0.517,1
6213,2014-09-24 00:00:00,landslide,continuous_rain,large,unknown,India,Meghalaya,90.5763,25.8143,Meghalaya,North Garo Hills,Meghalaya,17.0,712.0,656.0,17.0,150.8,91.8,19.6,96.17,0.468,1
2415,2010-09-12 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.11112157,25.63961883,Nagaland,Kohima,Nagaland,13.0,270.0,245.0,13.0,64.5,23.2,9.6,90.46,0.426,1
9336,2016-05-18 08:00:00,landslide,continuous_rain,small,unknown,India,Assam,92.5121,24.5308,Assam,Hailakandi,Assam,18.0,318.0,289.0,18.0,93.7,38.7,30.7,87.79,0.427,1
9604,2016-10-12 00:00:00,landslide,continuous_rain,medium,above_road,India,Sikkim,88.2891,27.2676,Sikkim,Gyalshing,Sikkim,11.0,242.0,228.0,11.0,73.2,20.9,14.0,93.12,0.409,1
7837,2015-08-27 00:00:00,landslide,downpour,medium,urban,India,Mizoram,92.7265,23.7269,Mizoram,Aizawl,Mizoram,15.0,283.0,261.0,15.0,67.3,17.8,7.3,93.29,0.418,1
7267,2015-07-22 00:00:00,landslide,continuous_rain,small,above_road,India,Manipur,94.0926,25.3908,Manipur,Senapati,Manipur,14.0,272.0,257.0,14.0,178.5,66.8,31.1,96.71,0.481,1
4848,2013-05-08 00:00:00,landslide,rain,medium,unknown,India,Tripura,91.4663,24.0896,Tripura,West Tripura,Tripura,16.0,289.0,272.0,16.0,300.8,116.8,45.0,94.58,0.429,1
9122,2016-07-20 00:00:00,landslide,rain,medium,unknown,India,Assam,91.802,26.1966,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,144.3,29.3,13.0,92.62,0.476,1
2574,2010-10-09 00:00:00,landslide,downpour,medium,unknown,India,Assam,93.1477,25.4749,Assam,Dima Hasao,Assam,18.0,315.0,299.0,18.0,91.7,59.3,36.7,99.04,0.517,1
6282,2014-09-22 00:00:00,landslide,rain,small,urban,India,Assam,91.7747,26.1097,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,141.0,103.7,29.6,92.58,0.469,1
2263,2010-08-17 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.6654,26.2753,Nagaland,Tuensang,Nagaland,13.0,267.0,249.0,13.0,130.5,73.1,28.8,94.08,0.478,1
6289,2014-09-22 00:00:00,landslide,rain,small,unknown,India,Assam,91.6849,26.1001,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,141.0,103.7,29.6,92.62,0.472,1
9087,2016-07-19 00:00:00,landslide,downpour,medium,above_road,India,Arunachal Pradesh,94.9612,28.235,Arunachal Pradesh,Siang,Arunachal Pradesh,12.0,764.0,679.0,12.0,199.7,63.1,43.2,97.0,0.429,1
130,2007-07-19 00:00:00,landslide,rain,medium,unknown,India,Assam,91.7986,26.1699,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,158.8,26.2,10.1,89.88,0.483,1
